matiere,annee,num_question,texte_question
autre,2023,1,identifier un champ lexical comparez avec une notion préééoche
autre,2023,2,definir le régistre soutenu ilustrez par un schéma simple
autre,2023,3,coriger une phrase expliquez selon le préééograme dé finaliste
autre,2023,4,coriger une phrase prééésentez les étapes préééincipales
autre,2023,5,former une phrase au conditionnel expliquez selon le préééograme dé finaliste
autre,2023,6,identifier un temps verbal ilustrez par un schéma simple
autre,2023,7,rédiger un paragraphe argumentatif expliquez selon le préééograme dé finaliste
autre,2023,8,accorder un participe pas donez une définition complte
autre,2023,9,identifier un champ lexical rsumez entier quelques lignes
autre,2023,10,donner un antonyme expliquez selon le préééograme dé finaliste
autre,2023,11,definir le régistre soutenu prééésentez les avantages entier limites
autre,2023,12,rédiger un paragraphe argumentatif ilustrez par un schéma simple
autre,2023,13,conjuguer un verbe au pas simple donez déux exemple préécis
autre,2023,14,coriger une phrase ilustrez par un schéma simple
autre,2023,15,transformer une phrase active entier pasive expliquez avec un exemple concret
autre,2023,16,rédiger une introduction expliquez avec un exemple concret
autre,2023,17,definir le genre thtral donez une définition complte
autre,2023,18,identifier un temps verbal donez une aplication pratique
autre,2023,19,transformer un discours direct expliquez selon le préééograme dé finaliste
autre,2023,20,donner un synonyme ilustrez par un schéma simple
mathématiques,2023,1,dterminer une image par fonction ilustrez par un schéma simple
mathématiques,2023,2,résoudre une équation logarithmique ilustrez par un schéma simple
mathématiques,2023,3,calculer une limite expliquez selon le préééograme dé finaliste
mathématiques,2023,4,résoudre une équation du second degré expliquez selon le préééograme dé finaliste
mathématiques,2023,5,résoudre une équation logarithmique ilustrez par un schéma simple
mathématiques,2023,6,résoudre un système d équations donez une aplication pratique
mathématiques,2023,7,calculer un volume rsumez entier quelques lignes
mathématiques,2023,8,factoriser une expression expliquez selon le préééograme dé finaliste
mathématiques,2023,9,calculer un sinus comparez avec une notion préééoche
mathématiques,2023,10,dterminer une primitive donez une aplication pratique
mathématiques,2023,11,tracer un tableau dé signe donez une aplication pratique
mathématiques,2023,12,calculer une moyenne expliquez avec un exemple concret
mathématiques,2023,13,dterminer une primitive expliquez avec un exemple concret
mathématiques,2023,14,résoudre un système d équations prééésentez les avantages entier limites
mathématiques,2023,15,factoriser une expression donez déux exemple préécis
mathématiques,2023,16,résoudre un système d équations expliquez avec un exemple concret
mathématiques,2023,17,tracer un tableau dé signe expliquez avec un exemple concret
mathématiques,2023,18,dveloper une expression comparez avec une notion préééoche
mathématiques,2023,19,calculer une dérivée simple expliquez avec un exemple concret
mathématiques,2023,20,definir une suite arithmtique donez une aplication pratique
biologie,2019,1,expliquer la reproduction sexue donez une définition complte
biologie,2019,2,definir l imunit donez une aplication pratique
biologie,2019,3,definir la céllule ilustrez par un schéma simple
biologie,2019,4,definir un tisu prééésentez les avantages entier limites
biologie,2019,5,difrencier virus entier bactrie expliquez selon le préééograme dé finaliste
biologie,2019,6,expliquer la respiration donez une définition complte
biologie,2019,7,expliquer le rôle du noyau expliquez selon le préééograme dé finaliste
biologie,2019,8,donner les groupes sanguins prééésentez les avantages entier limites
biologie,2019,9,definir la mitose expliquez avec un exemple concret
biologie,2019,10,definir l imunit donez une définition complte
biologie,2019,11,citer les organes digestifs donez une aplication pratique
biologie,2019,12,citer les besoins nutritifs dés plantes ilustrez par un schéma simple
biologie,2019,13,citer les parties d une céllule donez une définition complte
biologie,2019,14,definir la céllule donez une définition complte
biologie,2019,15,citer les besoins nutritifs dés plantes donez une définition complte
biologie,2019,16,definir la céllule comparez avec une notion préééoche
biologie,2019,17,definir une maladie hrditaire expliquez selon le préééograme dé finaliste
biologie,2019,18,definir un cosystme comparez avec une notion préééoche
biologie,2019,19,expliquer la respiration donez une aplication pratique
biologie,2019,20,citer les parties d une céllule expliquez selon le préééograme dé finaliste
physique-chimie,2024,1,definir une raction chimique expliquez avec un exemple concret
physique-chimie,2024,2,definir un atome rsumez entier quelques lignes
physique-chimie,2024,3,definir la tension lectrique rsumez entier quelques lignes
physique-chimie,2024,4,calculer un travail mcanique donez déux exemple préécis
physique-chimie,2024,5,definir une raction chimique prééésentez les étapes préééincipales
physique-chimie,2024,6,expliquer la fusion rsumez entier quelques lignes
physique-chimie,2024,7,quilibrer une équation chimique expliquez selon le préééograme dé finaliste
physique-chimie,2024,8,expliquer la fusion donez une aplication pratique
physique-chimie,2024,9,donner la formule dé la puissance lectrique donez déux exemple préécis
physique-chimie,2024,10,definir un atome expliquez avec un exemple concret
physique-chimie,2024,11,definir l vaporation donez une définition complte
physique-chimie,2024,12,definir une raction chimique prééésentez les avantages entier limites
physique-chimie,2024,13,definir la gravitation prééésentez les étapes préééincipales
physique-chimie,2024,14,donner la composition du noyau expliquez avec un exemple concret
physique-chimie,2024,15,definir une raction chimique prééésentez les avantages entier limites
physique-chimie,2024,16,definir un atome rsumez entier quelques lignes
physique-chimie,2024,17,donner la composition du noyau donez une aplication pratique
physique-chimie,2024,18,noncer la loi d ohm donez déux exemple préécis
physique-chimie,2024,19,definir un atome rsumez entier quelques lignes
physique-chimie,2024,20,definir la tension lectrique ilustrez par un schéma simple
biologie,2018,1,citer les étapes dé la digestion expliquez selon le préééograme dé finaliste
biologie,2018,2,expliquer le rôle dé l ADN expliquez selon le préééograme dé finaliste
biologie,2018,3,citer les parties d une céllule donez déux exemple préécis
biologie,2018,4,definir la photosynthèse expliquez avec un exemple concret
biologie,2018,5,definir la céllule ilustrez par un schéma simple
biologie,2018,6,expliquer la chance alimentaire rsumez entier quelques lignes
biologie,2018,7,definir une maladie hrditaire donez déux exemple préécis
biologie,2018,8,expliquer la chance alimentaire donez une aplication pratique
biologie,2018,9,expliquer la reproduction sexue donez une aplication pratique
biologie,2018,10,citer dés maladies infectieuses expliquez selon le préééograme dé finaliste
biologie,2018,11,definir l imunit rsumez entier quelques lignes
biologie,2018,12,expliquer la chance alimentaire donez déux exemple préécis
biologie,2018,13,expliquer le rôle dé l ADN donez déux exemple préécis
biologie,2018,14,citer les étapes dé la digestion expliquez avec un exemple concret
biologie,2018,15,expliquer le rôle dés globules rouges prééésentez les étapes préééincipales
biologie,2018,17,definir un tisu donez une aplication pratique
biologie,2018,18,citer les parties d une céllule ilustrez par un schéma simple
biologie,2018,19,expliquer la chance alimentaire prééésentez les étapes préééincipales
biologie,2018,20,expliquer le rôle dés globules rouges prééésentez les étapes préééincipales
biologie,2024,1,donner les groupes sanguins ilustrez par un schéma simple
biologie,2024,2,citer les étapes dé la digestion expliquez avec un exemple concret
biologie,2024,3,citer dés maladies infectieuses donez déux exemple préécis
biologie,2024,4,expliquer la chance alimentaire prééésentez les avantages entier limites
biologie,2024,5,expliquer le rôle dés globules rouges comparez avec une notion préééoche
biologie,2024,6,citer les étapes dé la digestion expliquez avec un exemple concret
biologie,2024,7,expliquer le rôle dés globules rouges expliquez selon le préééograme dé finaliste
biologie,2024,8,expliquer la respiration prééésentez les étapes préééincipales
biologie,2024,9,definir la mitose expliquez avec un exemple concret
biologie,2024,10,definir la mitose donez déux exemple préécis
biologie,2024,11,expliquer le rôle dé l ADN donez une aplication pratique
biologie,2024,12,citer dés maladies infectieuses donez une aplication pratique
biologie,2024,13,expliquer le rôle du noyau donez une aplication pratique
biologie,2024,14,expliquer le rôle dé l ADN rsumez entier quelques lignes
